 Салон красоты Гармония;1952;7413333759
ТОО Интер-Холод;1989;5051206407
ООО Гигант;1963;1118408555
 «РОСБАНК, Societe Generale Group», с опытом работы;1940;5878065938
 ГК Эксперт;1988;6047945516
 ТрансТехСервис - Набережные Челны;1990;1071816736
 ВкусВилл. Доставка ;1969;390520451
ТОО Лайк Центр Астана;1936;4985503822
ОАО Минбакалеяторг;1949;6462329709
ООО Автотехника;1946;982499371
 2ГИС;1933;8663686229
ООО Aquaheat Group;1973;6188664886
 Консул Медиа;1931;4096377030
ТОО Студио Модерна Казахстана;1981;6896709180
ООО EPA;1934;1195929994
ООО ТендерТрейд;1956;1075747001
ООО Легкий ужин;1971;4870469909
ИП Ершов Сергей Евгеньевич;1986;3879244668
 СберМаркет;1974;3495639457
ТОО Тави Павлодар;1939;204945337
 Shop&Show;1975;2747001924
" Компания ""Мария"". Розничная сеть";1950;6554179726
ООО Диамант;1983;9790941587
ООО Резалт;1961;1129283611
ИП СЕКСЕНАЛЫ;1980;6891525347
ООО Колизеум;1987;2870014210
ООО ИНЕКС;1974;6239659098
 Black&Yellow;1966;916895028
ООО Интернет-Тариф;1971;9674141561
ООО Шоу-школа;1976;6679226077
 Связной;1975;4603130726
 Жемчужина кухни;1984;7585206147
ООО МЕЖРЕГИОНАЛЬНАЯ РОЗНИЧНАЯ ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ;1952;7007560454
 Император, Группа компаний;1972;6949669677
 Ozon Логистика ;1956;2009798159
ТОО GulMarket Цветочная Лаборатория;1979;7640915878
ООО МЦ Патриот;1987;3296809012
 Универсам Малинка;1961;4058382440
 MShow;1944;8005863038
АО АВТОШТАМП;1961;3065513578
 Dostavista.ru;1957;7978128243
ООО Мастер Логистик;1950;9943270740
 ГрузовичкоФ;1944;2492837191
ИП Максименко Алексей Геннадьевич;1935;8435769330
ЗАО Белфарм, СЗАО;1986;5844370940
 VICTORY;1963;3020533647
 Mikrokreditbank;1948;2339173019
 Антей-Альфа;1951;9206119163
 ЭстэйтЛига;1961;8841009118
 SkyNet;1938;434058554
ООО Дио;1973;9552724079
ООО Legalact;1989;1877109676
 rabota.by;1959;2042068629
 АйТи++;1968;6598524146
ТОО Торговая компания Гамма;1968;3632974562
ООО МЗ-Промоушен;1968;7666896852
ООО МТК Трансазия-Русь;1989;2033703186
 SUNLIGHT;1946;9247493464
ООО Спреинг Текнолоджиз;1954;3291558701
ООО ПОЛИГОН;1964;4126015095
 Деловые системы связи;1934;777333213
 SportMediaGroup, рекламное агентство;1948;5990778242
ЗАО Банк ВТБ (Беларусь). Розничный бизнес ;1947;7839740236
ТОО 1С:Франчайзи FAVOR-IT;1989;1819808392
ООО Сити Ресторантс;1974;9264569268
ООО ДиалМедиа / Buzzguru;1980;9092988121
 KDL Клинико диагностические лаборатории;1945;8071349485
ЗАО Доброном;1973;1093311305
 Группа компаний ОТРАДА;1975;762724458
АО Р-Фарм;1971;8833035755
 Kelly Services;1944;4151244514
 ЮРФИНАНС;1953;8634887973
ИП Пермяков Максим Юрьевич;1942;3112367281
 Студия Анжелики Прудниковой;1958;439699113
 IMEX GROUP;1936;3044446983
 Fix Price;1964;9307966578
ООО Три правила;1987;7227966608
 Центр выдачи Электронных подписей;1932;8210220416
ООО DURABLE MANAGEMENT;1989;5750924813
ООО СК хайникс мемори солюшнс Восточная Европа;1967;5086246932
Гос. корп. 1-й оперативный полк полиции ГУ МВД России по г. Москве (1 кавалерийский батальон, 1 рота);1943;6760237248
ООО Vantage Focus;1969;3980751020
 Capital Skills;1980;2209196595
 Этажи, федеральная компания;1974;1092279987
ОАО Солигорская птицефабрика;1965;2092647661
 ЖИЛФОНД, агентство недвижимости;1951;4539311506
ООО ДРАЙВКЛАБ;1932;6663553280
 Билайн: Офисы продаж;1946;1115593650
 Docsvision;1984;4780805328
ООО Компания Юнипром;1967;1925650655
ООО ГК Тайгонос;1967;7107167374
ОАО Институт пластической хирургии и косметологии;1960;9204767373
ИП Пимоненко О.А;1936;1061808412
 ОсОО Кондитерский дом Куликовский;1984;3633631341
 Закрытое акционерное общество «Белорусско-Швейцарский Банк «БСБ Банк»;1962;3272279420
ООО Юридические технологии и консалтинг;1952;8066337505
 UP! Russia;1956;3675582985
ООО Юридическое Бюро Лидер Права;1978;4745672229
 А1. Информационные технологии, телеком;1956;7543677606
 Wargaming, Moscow;1962;2485934183
ООО ВиЭф Сервисес;1955;4838943438
АО Газстройпром;1975;6119074290
 Beauty Flight;1939;8682545424
ТОО Papirus Print;1982;9106061906
 Группа компаний GeoSM;1970;3079457478
 Searchinform;1988;9419529877
 Макдоналдс, Россия;1940;6648111758
 КераМир;1970;6955612431
 Связной. Cstore;1938;5464572524
